timestamp,earth_pit_id,leakage_current_A,soil_temperature_C,soil_moisture_percent
2026-01-06 09:00:00,EP-05,0.778,29.68,47.45
2026-01-06 10:00:00,EP-05,0.823,30.23,46.97
2026-01-06 11:00:00,EP-05,0.779,30.75,47.93
2026-01-06 12:00:00,EP-05,0.813,30.58,47.64
2026-01-06 13:00:00,EP-05,0.788,30.49,47.73
2026-01-06 14:00:00,EP-05,0.832,30.07,46.05
2026-01-06 15:00:00,EP-05,0.818,30.17,44.97
2026-01-06 16:00:00,EP-05,0.827,28.97,45.76
2026-01-06 17:00:00,EP-05,0.816,28.49,45.6
2026-01-06 18:00:00,EP-05,0.829,27.75,44.62
2026-01-06 19:00:00,EP-05,0.853,27.28,46.22
2026-01-06 20:00:00,EP-05,0.798,26.52,45.85
2026-01-06 21:00:00,EP-05,0.814,25.89,44.97
2026-01-06 22:00:00,EP-05,0.888,25.83,43.49
2026-01-06 23:00:00,EP-05,0.907,24.99,45.36
2026-01-07 00:00:00,EP-05,0.871,24.88,44.73
2026-01-07 01:00:00,EP-05,0.845,25.29,44.28
2026-01-07 02:00:00,EP-05,0.879,25.48,43.72
2026-01-07 03:00:00,EP-05,0.878,26.03,44.2
2026-01-07 04:00:00,EP-05,0.834,26.29,42.93
2026-01-07 05:00:00,EP-05,0.835,27.33,43.93
2026-01-07 06:00:00,EP-05,0.847,28.19,44.02
2026-01-07 07:00:00,EP-05,0.856,28.47,43.97
2026-01-07 08:00:00,EP-05,0.848,29.34,42.22
2026-01-07 09:00:00,EP-05,0.826,29.6,42.79
2026-01-07 10:00:00,EP-05,0.828,30.96,41.21
2026-01-07 11:00:00,EP-05,0.815,30.73,43.11
2026-01-07 12:00:00,EP-05,0.847,30.84,40.22
2026-01-07 13:00:00,EP-05,0.827,30.42,40.0
2026-01-07 14:00:00,EP-05,0.846,29.91,40.28
2026-01-07 15:00:00,EP-05,0.828,29.75,41.49
2026-01-07 16:00:00,EP-05,0.848,29.52,41.62
2026-01-07 17:00:00,EP-05,0.868,28.67,41.11
2026-01-07 18:00:00,EP-05,0.852,27.98,40.41
2026-01-07 19:00:00,EP-05,0.83,27.07,40.93
2026-01-07 20:00:00,EP-05,0.835,26.43,39.94
2026-01-07 21:00:00,EP-05,0.807,26.18,40.42
2026-01-07 22:00:00,EP-05,0.816,25.7,39.8
2026-01-07 23:00:00,EP-05,0.803,25.47,39.73
2026-01-08 00:00:00,EP-05,0.829,25.18,40.98
2026-01-08 01:00:00,EP-05,0.84,25.03,40.42
2026-01-08 02:00:00,EP-05,0.829,25.94,39.92
2026-01-08 03:00:00,EP-05,0.787,26.08,41.41
2026-01-08 04:00:00,EP-05,0.885,26.96,38.99
2026-01-08 05:00:00,EP-05,0.871,27.13,39.94
2026-01-08 06:00:00,EP-05,0.819,27.87,39.18
2026-01-08 07:00:00,EP-05,0.877,28.89,39.91
2026-01-08 08:00:00,EP-05,0.825,29.35,39.07
2026-01-08 09:00:00,EP-05,0.884,30.23,40.49
2026-01-08 10:00:00,EP-05,0.848,29.89,38.22
2026-01-08 11:00:00,EP-05,0.908,30.64,39.03
2026-01-08 12:00:00,EP-05,0.919,31.08,39.65
2026-01-08 13:00:00,EP-05,0.876,30.71,39.81
2026-01-08 14:00:00,EP-05,0.929,30.54,40.22
2026-01-08 15:00:00,EP-05,0.924,29.78,40.26
2026-01-08 16:00:00,EP-05,0.894,28.94,37.97
2026-01-08 17:00:00,EP-05,0.882,28.87,39.78
2026-01-08 18:00:00,EP-05,0.919,28.44,38.69
2026-01-08 19:00:00,EP-05,0.92,27.39,39.14
2026-01-08 20:00:00,EP-05,0.928,26.34,40.88
2026-01-08 21:00:00,EP-05,0.917,26.49,39.75
2026-01-08 22:00:00,EP-05,0.967,25.63,39.77
2026-01-08 23:00:00,EP-05,0.933,25.39,40.07
2026-01-09 00:00:00,EP-05,0.935,25.25,39.35
2026-01-09 01:00:00,EP-05,1.018,25.35,41.09
2026-01-09 02:00:00,EP-05,0.962,25.71,38.81
2026-01-09 03:00:00,EP-05,0.962,26.15,41.15
2026-01-09 04:00:00,EP-05,0.985,26.96,40.4
2026-01-09 05:00:00,EP-05,1.025,27.36,41.81
2026-01-09 06:00:00,EP-05,0.978,27.94,38.93
2026-01-09 07:00:00,EP-05,1.053,28.99,39.62
